# EnvCell.Position full census - ADR-0009 auditable artifact
# Generated: 2026-05-31T19:54:34.9601991-07:00
# acdat: C:\Users\darin\repos\ac-unreal\pipeline\dat-extract\bin\Release\net8.0-windows\acdat.exe
# DatDir: C:\Turbine\Asheron's Call

================================================================
LANDBLOCK 0x8602  (LbX=134, LbY=2)
----------------------------------------------------------------
  Landblock 0x8602 (LbX=134, LbY=2):
    HasObjects:     True
    Terrain[]:      81 entries (9x9=81 expected)
    Height[]:       81 entries (81 expected)
    LandblockInfo:  present (file 0x8602FFFE in CellDat)
      NumCells:     568   (= indoor EnvCells inside this landblock)
      Buildings:    0
      Objects:      0
      PackMask:     0x00000000

  Per-cell Frame.Origin (landblock-local) and composed world position:
  CellId                Frame.Origin(x,y,z)                   World(x,y,z) InFootprint?
  0xA9B40118   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B40119   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011A   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011B   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011C   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011D   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011E   (  154.06,   132.70,   66.00)   (  32602.06,   34692.70,   66.00)   IN
  0xA9B4011F   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40120   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40121   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40122   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40123   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40124   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40125   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40126   (  104.50,   135.50,   66.00)   (  32552.50,   34695.50,   66.00)   IN
  0xA9B40127   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40128   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40129   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012A   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012B   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012C   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012D   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012E   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B4012F   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40130   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40131   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40132   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40133   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40134   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40135   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40136   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40137   (   57.50,   133.50,   66.00)   (  32505.50,   34693.50,   66.00)   IN
  0xA9B40138   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B40139   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013A   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013B   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013C   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013D   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013E   (  132.50,   154.00,   66.00)   (  32580.50,   34714.00,   66.00)   IN
  0xA9B4013F   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40140   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40141   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40142   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40143   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40144   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40145   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40146   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40147   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40148   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40149   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014A   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014B   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014C   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014D   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014E   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B4014F   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40150   (  130.50,    11.50,   94.00)   (  32578.50,   34571.50,   94.00)   IN
  0xA9B40151   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40152   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40153   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40154   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40155   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40156   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40157   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40158   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40159   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015A   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015B   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015C   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015D   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015E   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4015F   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40160   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40161   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40162   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40163   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40164   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40165   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40166   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40167   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40168   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B40169   (  107.50,    36.00,   94.00)   (  32555.50,   34596.00,   94.00)   IN
  0xA9B4016A   (   79.50,    37.50,   94.00)   (  32527.50,   34597.50,   94.00)   IN
  0xA9B4016B   (   79.50,    37.50,   94.00)   (  32527.50,   34597.50,   94.00)   IN
  0xA9B4016C   (   79.50,    37.50,   94.00)   (  32527.50,   34597.50,   94.00)   IN
  0xA9B4016D   (   79.50,    37.50,   94.00)   (  32527.50,   34597.50,   94.00)   IN
  0xA9B4016E   (   79.50,    37.50,   94.00)   (  32527.50,   34597.50,   94.00)   IN
  0xA9B4016F   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40170   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40171   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40172   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40173   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40174   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40175   (  161.93,     7.50,   94.00)   (  32609.93,   34567.50,   94.00)   IN
  0xA9B40176   (   65.21,   156.63,   66.00)   (  32513.21,   34716.63,   66.00)   IN
  0xA9B40177   (   65.21,   156.63,   66.00)   (  32513.21,   34716.63,   66.00)   IN
  0xA9B40178   (   65.21,   156.63,   66.00)   (  32513.21,   34716.63,   66.00)   IN
  0xA9B40179   (  158.18,    37.71,   94.00)   (  32606.18,   34597.71,   94.00)   IN
  0xA9B4017A   (  158.18,    37.71,   94.00)   (  32606.18,   34597.71,   94.00)   IN
  0xA9B4017B   (  161.72,   105.05,   66.00)   (  32609.72,   34665.05,   66.00)   IN
  0xA9B4017C   (  161.72,   105.05,   66.00)   (  32609.72,   34665.05,   66.00)   IN
  0xA9B4017D   (  161.72,   105.05,   66.00)   (  32609.72,   34665.05,   66.00)   IN
  0xA9B4017E   (  161.72,   105.05,   66.00)   (  32609.72,   34665.05,   66.00)   IN
  0xA9B4017F   (  161.72,   105.05,   66.00)   (  32609.72,   34665.05,   66.00)   IN
  0xA9B40180   (   35.71,    54.46,   78.00)   (  32483.71,   34614.46,   78.00)   IN
  0xA9B40181   (   35.71,    54.46,   78.00)   (  32483.71,   34614.46,   78.00)   IN
  0xA9B40182   (   35.71,    54.46,   78.00)   (  32483.71,   34614.46,   78.00)   IN
  0xA9B40183   (   35.71,    54.46,   78.00)   (  32483.71,   34614.46,   78.00)   IN
  0xA9B40184   (   35.71,    54.46,   78.00)   (  32483.71,   34614.46,   78.00)   IN
  0xA9B40185   (  108.00,    84.00,   80.00)   (  32556.00,   34644.00,   80.00)   IN
  0xA9B40186   (  108.00,    84.00,   80.00)   (  32556.00,   34644.00,   80.00)   IN
  0xA9B40187   (  108.00,    84.00,   80.00)   (  32556.00,   34644.00,   80.00)   IN
  0xA9B40188   (  108.00,    84.00,   80.00)   (  32556.00,   34644.00,   80.00)   IN
  0xA9B40189   (  108.00,    84.00,   80.00)   (  32556.00,   34644.00,   80.00)   IN

  SUMMARY 0xA9B4: cells_with_position=138
  Frame.Origin bbox: X[31.50..161.93] Y[7.50..159.50] Z[66.00..94.00]
  Cells with Frame.Origin inside [0,192] on BOTH X and Y: 138
  Cells with Frame.Origin OUTSIDE that footprint: 0

================================================================
LANDBLOCK 0x01AE  (LbX=1, LbY=174)
----------------------------------------------------------------
  Landblock 0x01AE (LbX=1, LbY=174):
    HasObjects:     True
    Terrain[]:      81 entries (9x9=81 expected)
    Height[]:       81 entries (81 expected)
    LandblockInfo:  present (file 0x01AEFFFE in CellDat)
      NumCells:     745   (= indoor EnvCells inside this landblock)
      Buildings:    0
      Objects:      0
      PackMask:     0x00000000

  Per-cell Frame.Origin (landblock-local) and composed world position:
  CellId                Frame.Origin(x,y,z)                   World(x,y,z) InFootprint?
  0x01AE0100   (    0.00,  -100.00,  -36.00)   (    192.00,   33308.00,  -36.00)   OUT
  0x01AE0101   (    0.00,  -110.00,  -36.00)   (    192.00,   33298.00,  -36.00)   OUT
  0x01AE0102   (   10.00,  -100.00,  -36.00)   (    202.00,   33308.00,  -36.00)   OUT
  0x01AE0103   (   10.00,  -100.00,  -36.00)   (    202.00,   33308.00,  -36.00)   OUT
  0x01AE0104   (   10.00,  -110.00,  -36.00)   (    202.00,   33298.00,  -36.00)   OUT
  0x01AE0105   (   20.00,  -100.00,  -36.00)   (    212.00,   33308.00,  -36.00)   OUT
  0x01AE0106   (    0.00,  -100.00,  -30.00)   (    192.00,   33308.00,  -30.00)   OUT
  0x01AE0107   (    0.00,  -110.00,  -30.00)   (    192.00,   33298.00,  -30.00)   OUT
  0x01AE0108   (   10.00,  -100.00,  -30.00)   (    202.00,   33308.00,  -30.00)   OUT
  0x01AE0109   (   10.00,  -110.00,  -30.00)   (    202.00,   33298.00,  -30.00)   OUT
  0x01AE010A   (   20.00,   -90.00,  -30.00)   (    212.00,   33318.00,  -30.00)   OUT
  0x01AE010B   (   30.00,   -90.00,  -30.00)   (    222.00,   33318.00,  -30.00)   OUT
  0x01AE010C   (   30.00,   -90.00,  -30.00)   (    222.00,   33318.00,  -30.00)   OUT
  0x01AE010D   (   30.00,   -90.00,  -30.00)   (    222.00,   33318.00,  -30.00)   OUT
  0x01AE010E   (   30.00,   -90.00,  -30.00)   (    222.00,   33318.00,  -30.00)   OUT
  0x01AE010F   (   30.00,   -90.00,  -30.00)   (    222.00,   33318.00,  -30.00)   OUT
  0x01AE0110   (   30.00,  -100.00,  -30.00)   (    222.00,   33308.00,  -30.00)   OUT
  0x01AE0111   (   40.00,   -70.00,  -30.00)   (    232.00,   33338.00,  -30.00)   OUT
  0x01AE0112   (   40.00,   -80.00,  -30.00)   (    232.00,   33328.00,  -30.00)   OUT
  0x01AE0113   (   40.00,   -80.00,  -30.00)   (    232.00,   33328.00,  -30.00)   OUT
  0x01AE0114   (   40.00,   -80.00,  -30.00)   (    232.00,   33328.00,  -30.00)   OUT
  0x01AE0115   (   40.00,   -80.00,  -30.00)   (    232.00,   33328.00,  -30.00)   OUT
  0x01AE0116   (   40.00,   -80.00,  -30.00)   (    232.00,   33328.00,  -30.00)   OUT
  0x01AE0117   (   40.00,   -90.00,  -30.00)   (    232.00,   33318.00,  -30.00)   OUT
  0x01AE0118   (   40.00,   -90.00,  -30.00)   (    232.00,   33318.00,  -30.00)   OUT
  0x01AE0119   (   40.00,   -90.00,  -30.00)   (    232.00,   33318.00,  -30.00)   OUT
  0x01AE011A   (   40.00,   -90.00,  -30.00)   (    232.00,   33318.00,  -30.00)   OUT
  0x01AE011B   (   40.00,   -90.00,  -30.00)   (    232.00,   33318.00,  -30.00)   OUT
  0x01AE011C   (   40.00,  -100.00,  -30.00)   (    232.00,   33308.00,  -30.00)   OUT
  0x01AE011D   (   40.00,  -100.00,  -30.00)   (    232.00,   33308.00,  -30.00)   OUT
  0x01AE011E   (   40.00,  -100.00,  -30.00)   (    232.00,   33308.00,  -30.00)   OUT
  0x01AE011F   (   40.00,  -100.00,  -30.00)   (    232.00,   33308.00,  -30.00)   OUT
  0x01AE0120   (   50.00,   -90.00,  -30.00)   (    242.00,   33318.00,  -30.00)   OUT
  0x01AE0121   (   50.00,   -90.00,  -30.00)   (    242.00,   33318.00,  -30.00)   OUT
  0x01AE0122   (   50.00,   -90.00,  -30.00)   (    242.00,   33318.00,  -30.00)   OUT
  0x01AE0123   (   50.00,   -90.00,  -30.00)   (    242.00,   33318.00,  -30.00)   OUT
  0x01AE0124   (   50.00,   -90.00,  -30.00)   (    242.00,   33318.00,  -30.00)   OUT
  0x01AE0125   (   50.00,  -100.00,  -30.00)   (    242.00,   33308.00,  -30.00)   OUT
  0x01AE0126   (   50.00,  -100.00,  -30.00)   (    242.00,   33308.00,  -30.00)   OUT
  0x01AE0127   (   50.00,  -100.00,  -30.00)   (    242.00,   33308.00,  -30.00)   OUT
  0x01AE0128   (   60.00,   -90.00,  -30.00)   (    252.00,   33318.00,  -30.00)   OUT
  0x01AE0129   (   30.00,   -80.00,  -24.00)   (    222.00,   33328.00,  -24.00)   OUT
  0x01AE012A   (   30.00,   -80.00,  -24.00)   (    222.00,   33328.00,  -24.00)   OUT
  0x01AE012B   (   30.00,   -80.00,  -24.00)   (    222.00,   33328.00,  -24.00)   OUT
  0x01AE012C   (   30.00,   -90.00,  -24.00)   (    222.00,   33318.00,  -24.00)   OUT
  0x01AE012D   (   30.00,   -90.00,  -24.00)   (    222.00,   33318.00,  -24.00)   OUT
  0x01AE012E   (   30.00,   -90.00,  -24.00)   (    222.00,   33318.00,  -24.00)   OUT
  0x01AE012F   (   30.00,   -90.00,  -24.00)   (    222.00,   33318.00,  -24.00)   OUT
  0x01AE0130   (   30.00,   -90.00,  -24.00)   (    222.00,   33318.00,  -24.00)   OUT
  0x01AE0131   (   30.00,  -100.00,  -24.00)   (    222.00,   33308.00,  -24.00)   OUT
  0x01AE0132   (   30.00,  -100.00,  -24.00)   (    222.00,   33308.00,  -24.00)   OUT
  0x01AE0133   (   30.00,  -100.00,  -24.00)   (    222.00,   33308.00,  -24.00)   OUT
  0x01AE0134   (   30.00,  -100.00,  -24.00)   (    222.00,   33308.00,  -24.00)   OUT
  0x01AE0135   (   30.00,  -110.00,  -24.00)   (    222.00,   33298.00,  -24.00)   OUT
  0x01AE0136   (   30.00,  -110.00,  -24.00)   (    222.00,   33298.00,  -24.00)   OUT
  0x01AE0137   (   30.00,  -110.00,  -24.00)   (    222.00,   33298.00,  -24.00)   OUT
  0x01AE0138   (   30.00,  -110.00,  -24.00)   (    222.00,   33298.00,  -24.00)   OUT
  0x01AE0139   (   30.00,  -110.00,  -24.00)   (    222.00,   33298.00,  -24.00)   OUT
  0x01AE013A   (   30.00,  -120.00,  -24.00)   (    222.00,   33288.00,  -24.00)   OUT
  0x01AE013B   (   40.00,   -80.00,  -24.00)   (    232.00,   33328.00,  -24.00)   OUT
  0x01AE013C   (   40.00,   -80.00,  -24.00)   (    232.00,   33328.00,  -24.00)   OUT
  0x01AE013D   (   40.00,   -80.00,  -24.00)   (    232.00,   33328.00,  -24.00)   OUT
  0x01AE013E   (   40.00,  -100.00,  -24.00)   (    232.00,   33308.00,  -24.00)   OUT
  0x01AE013F   (   40.00,  -100.00,  -24.00)   (    232.00,   33308.00,  -24.00)   OUT
  0x01AE0140   (   40.00,  -100.00,  -24.00)   (    232.00,   33308.00,  -24.00)   OUT
  0x01AE0141   (   40.00,  -110.00,  -24.00)   (    232.00,   33298.00,  -24.00)   OUT
  0x01AE0142   (   40.00,  -120.00,  -24.00)   (    232.00,   33288.00,  -24.00)   OUT
  0x01AE0143   (   50.00,   -70.00,  -24.00)   (    242.00,   33338.00,  -24.00)   OUT
  0x01AE0144   (   50.00,   -80.00,  -24.00)   (    242.00,   33328.00,  -24.00)   OUT
  0x01AE0145   (   50.00,   -80.00,  -24.00)   (    242.00,   33328.00,  -24.00)   OUT
  0x01AE0146   (   50.00,   -90.00,  -24.00)   (    242.00,   33318.00,  -24.00)   OUT
  0x01AE0147   (   50.00,  -100.00,  -24.00)   (    242.00,   33308.00,  -24.00)   OUT
  0x01AE0148   (   50.00,  -100.00,  -24.00)   (    242.00,   33308.00,  -24.00)   OUT
  0x01AE0149   (   50.00,  -100.00,  -24.00)   (    242.00,   33308.00,  -24.00)   OUT
  0x01AE014A   (   50.00,  -110.00,  -24.00)   (    242.00,   33298.00,  -24.00)   OUT
  0x01AE014B   (   50.00,  -120.00,  -24.00)   (    242.00,   33288.00,  -24.00)   OUT
  0x01AE014C   (   50.00,  -120.00,  -24.00)   (    242.00,   33288.00,  -24.00)   OUT
  0x01AE014D   (   50.00,  -120.00,  -24.00)   (    242.00,   33288.00,  -24.00)   OUT
  0x01AE014E   (   50.00,  -120.00,  -24.00)   (    242.00,   33288.00,  -24.00)   OUT
  0x01AE014F   (   50.00,  -120.00,  -24.00)   (    242.00,   33288.00,  -24.00)   OUT
  0x01AE0150   (   50.00,  -130.00,  -24.00)   (    242.00,   33278.00,  -24.00)   OUT
  0x01AE0151   (   50.00,  -130.00,  -24.00)   (    242.00,   33278.00,  -24.00)   OUT
  0x01AE0152   (   50.00,  -130.00,  -24.00)   (    242.00,   33278.00,  -24.00)   OUT
  0x01AE0153   (   60.00,   -70.00,  -24.00)   (    252.00,   33338.00,  -24.00)   OUT
  0x01AE0154   (   60.00,   -80.00,  -24.00)   (    252.00,   33328.00,  -24.00)   OUT
  0x01AE0155   (   60.00,   -80.00,  -24.00)   (    252.00,   33328.00,  -24.00)   OUT
  0x01AE0156   (   60.00,  -100.00,  -24.00)   (    252.00,   33308.00,  -24.00)   OUT
  0x01AE0157   (   60.00,  -100.00,  -24.00)   (    252.00,   33308.00,  -24.00)   OUT
  0x01AE0158   (   60.00,  -100.00,  -24.00)   (    252.00,   33308.00,  -24.00)   OUT
  0x01AE0159   (   60.00,  -110.00,  -24.00)   (    252.00,   33298.00,  -24.00)   OUT
  0x01AE015A   (   60.00,  -120.00,  -24.00)   (    252.00,   33288.00,  -24.00)   OUT
  0x01AE015B   (   70.00,   -80.00,  -24.00)   (    262.00,   33328.00,  -24.00)   OUT
  0x01AE015C   (   70.00,   -80.00,  -24.00)   (    262.00,   33328.00,  -24.00)   OUT
  0x01AE015D   (   70.00,   -80.00,  -24.00)   (    262.00,   33328.00,  -24.00)   OUT
  0x01AE015E   (   70.00,   -90.00,  -24.00)   (    262.00,   33318.00,  -24.00)   OUT
  0x01AE015F   (   70.00,  -100.00,  -24.00)   (    262.00,   33308.00,  -24.00)   OUT
  0x01AE0160   (   70.00,  -110.00,  -24.00)   (    262.00,   33298.00,  -24.00)   OUT
  0x01AE0161   (   70.00,  -110.00,  -24.00)   (    262.00,   33298.00,  -24.00)   OUT
  0x01AE0162   (   70.00,  -110.00,  -24.00)   (    262.00,   33298.00,  -24.00)   OUT
  0x01AE0163   (   80.00,   -50.00,  -24.00)   (    272.00,   33358.00,  -24.00)   OUT
  0x01AE0164   (   80.00,   -80.00,  -24.00)   (    272.00,   33328.00,  -24.00)   OUT
  0x01AE0165   (   80.00,   -80.00,  -24.00)   (    272.00,   33328.00,  -24.00)   OUT
  0x01AE0166   (   80.00,   -80.00,  -24.00)   (    272.00,   33328.00,  -24.00)   OUT
  0x01AE0167   (   80.00,   -90.00,  -24.00)   (    272.00,   33318.00,  -24.00)   OUT
  0x01AE0168   (   80.00,   -90.00,  -24.00)   (    272.00,   33318.00,  -24.00)   OUT
  0x01AE0169   (   80.00,   -90.00,  -24.00)   (    272.00,   33318.00,  -24.00)   OUT
  0x01AE016A   (   80.00,   -90.00,  -24.00)   (    272.00,   33318.00,  -24.00)   OUT
  0x01AE016B   (   80.00,  -100.00,  -24.00)   (    272.00,   33308.00,  -24.00)   OUT
  0x01AE016C   (   80.00,  -100.00,  -24.00)   (    272.00,   33308.00,  -24.00)   OUT
  0x01AE016D   (   80.00,  -100.00,  -24.00)   (    272.00,   33308.00,  -24.00)   OUT
  0x01AE016E   (   80.00,  -110.00,  -24.00)   (    272.00,   33298.00,  -24.00)   OUT
  0x01AE016F   (   80.00,  -110.00,  -24.00)   (    272.00,   33298.00,  -24.00)   OUT
  0x01AE0170   (   80.00,  -110.00,  -24.00)   (    272.00,   33298.00,  -24.00)   OUT
  0x01AE0171   (   80.00,  -110.00,  -24.00)   (    272.00,   33298.00,  -24.00)   OUT
  0x01AE0172   (   80.00,  -110.00,  -24.00)   (    272.00,   33298.00,  -24.00)   OUT
  0x01AE0173   (   90.00,   -50.00,  -24.00)   (    282.00,   33358.00,  -24.00)   OUT
  0x01AE0174   (   90.00,   -50.00,  -24.00)   (    282.00,   33358.00,  -24.00)   OUT
  0x01AE0175   (   90.00,   -50.00,  -24.00)   (    282.00,   33358.00,  -24.00)   OUT
  0x01AE0176   (   90.00,   -50.00,  -24.00)   (    282.00,   33358.00,  -24.00)   OUT
  0x01AE0177   (   90.00,   -50.00,  -24.00)   (    282.00,   33358.00,  -24.00)   OUT
  0x01AE0178   (   90.00,   -70.00,  -24.00)   (    282.00,   33338.00,  -24.00)   OUT
  0x01AE0179   (   90.00,   -70.00,  -24.00)   (    282.00,   33338.00,  -24.00)   OUT
  0x01AE017A   (   90.00,   -70.00,  -24.00)   (    282.00,   33338.00,  -24.00)   OUT
  0x01AE017B   (   90.00,   -70.00,  -24.00)   (    282.00,   33338.00,  -24.00)   OUT
  0x01AE017C   (   90.00,   -80.00,  -24.00)   (    282.00,   33328.00,  -24.00)   OUT
  0x01AE017D   (   90.00,   -80.00,  -24.00)   (    282.00,   33328.00,  -24.00)   OUT
  0x01AE017E   (   90.00,   -80.00,  -24.00)   (    282.00,   33328.00,  -24.00)   OUT
  0x01AE017F   (   90.00,   -80.00,  -24.00)   (    282.00,   33328.00,  -24.00)   OUT
  0x01AE0180   (   90.00,   -80.00,  -24.00)   (    282.00,   33328.00,  -24.00)   OUT
  0x01AE0181   (   90.00,   -90.00,  -24.00)   (    282.00,   33318.00,  -24.00)   OUT
  0x01AE0182   (   90.00,  -100.00,  -24.00)   (    282.00,   33308.00,  -24.00)   OUT
  0x01AE0183   (   90.00,  -110.00,  -24.00)   (    282.00,   33298.00,  -24.00)   OUT
  0x01AE0184   (  100.00,   -50.00,  -24.00)   (    292.00,   33358.00,  -24.00)   OUT
  0x01AE0185   (  100.00,   -50.00,  -24.00)   (    292.00,   33358.00,  -24.00)   OUT
  0x01AE0186   (  100.00,   -50.00,  -24.00)   (    292.00,   33358.00,  -24.00)   OUT
  0x01AE0187   (  100.00,   -60.00,  -24.00)   (    292.00,   33348.00,  -24.00)   OUT
  0x01AE0188   (  100.00,   -70.00,  -24.00)   (    292.00,   33338.00,  -24.00)   OUT
  0x01AE0189   (  100.00,   -70.00,  -24.00)   (    292.00,   33338.00,  -24.00)   OUT
  0x01AE018A   (  100.00,   -70.00,  -24.00)   (    292.00,   33338.00,  -24.00)   OUT
  0x01AE018B   (  100.00,   -80.00,  -24.00)   (    292.00,   33328.00,  -24.00)   OUT
  0x01AE018C   (  100.00,   -90.00,  -24.00)   (    292.00,   33318.00,  -24.00)   OUT
  0x01AE018D   (  100.00,  -100.00,  -24.00)   (    292.00,   33308.00,  -24.00)   OUT
  0x01AE018E   (  100.00,  -100.00,  -24.00)   (    292.00,   33308.00,  -24.00)   OUT
  0x01AE018F   (  100.00,  -110.00,  -24.00)   (    292.00,   33298.00,  -24.00)   OUT
  0x01AE0190   (  110.00,   -80.00,  -24.00)   (    302.00,   33328.00,  -24.00)   OUT
  0x01AE0191   (  110.00,   -80.00,  -24.00)   (    302.00,   33328.00,  -24.00)   OUT
  0x01AE0192   (  110.00,   -80.00,  -24.00)   (    302.00,   33328.00,  -24.00)   OUT
  0x01AE0193   (  110.00,  -100.00,  -24.00)   (    302.00,   33308.00,  -24.00)   OUT
  0x01AE0194   (  110.00,  -110.00,  -24.00)   (    302.00,   33298.00,  -24.00)   OUT
  0x01AE0195   (   50.00,   -60.00,  -18.00)   (    242.00,   33348.00,  -18.00)   OUT
